sensor_id,timestamp,temperature_C,humidity_percent,pressure_mbar
sensor_7,2025-07-01 01:21:00+00:00,22.33,68.1,1011.4
sensor_7,2025-07-01 01:22:00+00:00,23.27,56.23,1017.86
sensor_7,2025-07-01 01:23:00+00:00,21.92,55.46,1011.92
sensor_7,2025-07-01 01:24:00+00:00,21.87,66.98,1017.84
sensor_7,2025-07-01 01:25:00+00:00,22.69,64.15,1012.78
sensor_7,2025-07-01 01:26:00+00:00,22.08,65.41,1011.26
sensor_7,2025-07-01 01:27:00+00:00,22.29,46.95,1010.47
sensor_7,2025-07-01 01:28:00+00:00,20.91,41.27,1014.75
sensor_7,2025-07-01 01:29:00+00:00,25.04,64.17,1008.18
sensor_7,2025-07-01 01:30:00+00:00,24.23,49.62,1011.89
sensor_7,2025-07-01 01:31:00+00:00,21.16,59.47,1020.32
sensor_7,2025-07-01 01:32:00+00:00,20.8,57.79,1017.14
sensor_7,2025-07-01 01:33:00+00:00,25.05,54.58,1021.7
sensor_7,2025-07-01 01:34:00+00:00,21.09,68.51,1019.28
sensor_7,2025-07-01 01:35:00+00:00,23.38,65.97,1013.95
sensor_7,2025-07-01 01:36:00+00:00,20.3,63.07,1007.34
sensor_7,2025-07-01 01:37:00+00:00,21.34,54.54,1014.32
sensor_7,2025-07-01 01:38:00+00:00,22.52,56,1019.58
sensor_7,2025-07-01 01:39:00+00:00,22.88,66.09,1010.22
sensor_7,2025-07-01 01:40:00+00:00,21.81,57.95,1008.16
sensor_7,2025-07-01 01:41:00+00:00,19.39,66.03,1013.47
sensor_7,2025-07-01 01:42:00+00:00,23.61,43.56,1007.38
sensor_7,2025-07-01 01:43:00+00:00,26.95,68.76,1006.34
sensor_7,2025-07-01 01:44:00+00:00,20.96,52.92,1014.25
sensor_7,2025-07-01 01:45:00+00:00,23.9,42.62,1010.14
sensor_7,2025-07-01 01:46:00+00:00,24.02,40.78,1016.57
sensor_7,2025-07-01 01:47:00+00:00,20.46,45.21,1013.45
sensor_7,2025-07-01 01:48:00+00:00,21.27,56.03,1016.07
sensor_7,2025-07-01 01:49:00+00:00,20.65,51.61,1015.44
sensor_7,2025-07-01 01:50:00+00:00,20.69,47.71,1012.94
sensor_7,2025-07-01 01:51:00+00:00,22.58,65.59,1015.85
sensor_7,2025-07-01 01:52:00+00:00,21.17,44.49,1012.78
sensor_7,2025-07-01 01:53:00+00:00,24.46,62.04,1015.8
sensor_7,2025-07-01 01:54:00+00:00,19.56,65.8,1011.87
sensor_7,2025-07-01 01:55:00+00:00,22.99,53.34,1019.78
sensor_7,2025-07-01 01:56:00+00:00,22.87,66.85,1013.29
sensor_7,2025-07-01 01:57:00+00:00,23.9,61.3,1011.75
sensor_7,2025-07-01 01:58:00+00:00,19.43,55.63,1016.3
sensor_7,2025-07-01 01:59:00+00:00,20.31,53.58,1012.3
sensor_7,2025-07-01 02:00:00+00:00,21.18,49.62,1015.85
sensor_8,2025-07-01 01:00:00+00:00,22.4,45.15,1016.97
sensor_8,2025-07-01 01:01:00+00:00,21.18,60.54,1007.08
sensor_8,2025-07-01 01:02:00+00:00,20.84,41.18,1013.55
sensor_8,2025-07-01 01:03:00+00:00,22.3,63.89,1015.58
sensor_8,2025-07-01 01:04:00+00:00,19.87,50.81,1024.7
sensor_8,2025-07-01 01:05:00+00:00,21.48,48.94,1012.99
sensor_8,2025-07-01 01:06:00+00:00,23.1,53.86,1017.68
sensor_8,2025-07-01 01:07:00+00:00,22.42,69.68,1009.97
sensor_8,2025-07-01 01:08:00+00:00,22.67,42.08,1012.14
sensor_8,2025-07-01 01:09:00+00:00,21.89,51.14,1006.42
sensor_8,2025-07-01 01:10:00+00:00,24.47,59.66,1014.41
sensor_8,2025-07-01 01:11:00+00:00,23.24,64.19,1013.95
sensor_8,2025-07-01 01:12:00+00:00,24.73,52.55,1013.5
sensor_8,2025-07-01 01:13:00+00:00,22.92,66.02,1007.41
sensor_8,2025-07-01 01:14:00+00:00,21.21,47.83,1011.3
sensor_8,2025-07-01 01:15:00+00:00,24.31,59.36,1013.25
sensor_8,2025-07-01 01:16:00+00:00,22.3,67.06,1011.04
sensor_8,2025-07-01 01:17:00+00:00,23.26,41.49,1011.14
sensor_8,2025-07-01 01:18:00+00:00,24.08,63.41,1020.3
sensor_8,2025-07-01 01:19:00+00:00,23.52,56.07,1006.9
sensor_8,2025-07-01 01:20:00+00:00,15.32,45.7,1013.78
sensor_8,2025-07-01 01:21:00+00:00,24.96,63.19,1018.83
sensor_8,2025-07-01 01:22:00+00:00,19.47,60.71,1014.7
sensor_8,2025-07-01 01:23:00+00:00,22.76,59.58,1005.15
sensor_8,2025-07-01 01:24:00+00:00,23.49,55.94,1009.18
sensor_8,2025-07-01 01:25:00+00:00,18.11,57.68,1014.13
sensor_8,2025-07-01 01:26:00+00:00,21.09,42.26,1015.48
sensor_8,2025-07-01 01:27:00+00:00,19.38,58.82,1013.45
sensor_8,2025-07-01 01:28:00+00:00,22.65,63.29,1014.19
sensor_8,2025-07-01 01:29:00+00:00,23.73,50.36,1014.78
sensor_8,2025-07-01 01:30:00+00:00,21.64,69.69,1008.43
sensor_8,2025-07-01 01:31:00+00:00,22.91,57.9,1014.34
sensor_8,2025-07-01 01:32:00+00:00,20.42,64.62,1012.23
sensor_8,2025-07-01 01:33:00+00:00,20.38,42.83,1004.89
sensor_8,2025-07-01 01:34:00+00:00,20.61,42.67,1011.08
sensor_8,2025-07-01 01:35:00+00:00,20.01,60.62,1007.69
sensor_8,2025-07-01 01:36:00+00:00,20.78,66.38,1015.1
sensor_8,2025-07-01 01:37:00+00:00,21.76,49.84,1021.96
sensor_8,2025-07-01 01:38:00+00:00,23.55,69.68,1012.85
sensor_8,2025-07-01 01:39:00+00:00,21.93,62.05,1008.2
sensor_8,2025-07-01 01:40:00+00:00,21.56,43.96,1020.04
sensor_8,2025-07-01 01:41:00+00:00,19.11,45.16,1013.79
sensor_8,2025-07-01 01:42:00+00:00,22.97,58.92,1012.36
sensor_8,2025-07-01 01:43:00+00:00,22.66,58.19,1011.39
sensor_8,2025-07-01 01:44:00+00:00,20.95,50.12,1020.4
sensor_8,2025-07-01 01:45:00+00:00,22.25,50.37,1019.1
sensor_8,2025-07-01 01:46:00+00:00,19.98,51.67,1023.17
sensor_8,2025-07-01 01:47:00+00:00,23.16,44.1,1014.46
sensor_8,2025-07-01 01:48:00+00:00,20.12,60.42,1017.05
sensor_8,2025-07-01 01:49:00+00:00,20.04,68.22,1012.56
sensor_8,2025-07-01 01:50:00+00:00,19.93,49.43,1005.1
sensor_8,2025-07-01 01:51:00+00:00,24.77,62.26,1018.45
sensor_8,2025-07-01 01:52:00+00:00,22.73,51.45,1018.5
sensor_8,2025-07-01 01:53:00+00:00,23.61,42.54,1010.84
sensor_8,2025-07-01 01:54:00+00:00,21.94,45.12,1013.71
sensor_8,2025-07-01 01:55:00+00:00,23.95,40.02,1013.15
sensor_8,2025-07-01 01:56:00+00:00,19.77,49.03,1009.95
sensor_8,2025-07-01 01:57:00+00:00,23.83,49.18,1014.31
sensor_8,2025-07-01 01:58:00+00:00,24.95,68.37,1012.87
sensor_8,2025-07-01 01:59:00+00:00,22.87,54.03,1020.21
sensor_8,2025-07-01 02:00:00+00:00,19.59,43.57,1007.38
sensor_9,2025-07-01 01:00:00+00:00,21.47,62.59,1006.56
sensor_9,2025-07-01 01:01:00+00:00,21.07,67.59,1017.05
sensor_9,2025-07-01 01:02:00+00:00,22.28,51.9,1020.4
sensor_9,2025-07-01 01:03:00+00:00,20.52,60.03,1018.56
sensor_9,2025-07-01 01:04:00+00:00,22.47,47.32,1015.03
sensor_9,2025-07-01 01:05:00+00:00,26.19,61.17,1019.21
sensor_9,2025-07-01 01:06:00+00:00,18.81,52.58,1014.99
sensor_9,2025-07-01 01:07:00+00:00,22.6,59.33,1018.9
sensor_9,2025-07-01 01:08:00+00:00,23.73,42.13,1009.48
sensor_9,2025-07-01 01:09:00+00:00,18.4,67.41,1018.31
sensor_9,2025-07-01 01:10:00+00:00,20.27,43.5,1005.68
sensor_9,2025-07-01 01:11:00+00:00,21.2,57.02,1018.01
sensor_9,2025-07-01 01:12:00+00:00,24.28,68.19,1015.71
sensor_9,2025-07-01 01:13:00+00:00,21.86,66.39,1014.08
sensor_9,2025-07-01 01:14:00+00:00,19.16,48.69,1004.97
sensor_9,2025-07-01 01:15:00+00:00,24.15,69.75,1012.92
sensor_9,2025-07-01 01:16:00+00:00,21.02,51.56,1018.8
sensor_9,2025-07-01 01:17:00+00:00,18.48,59.82,1008.51
sensor_9,2025-07-01 01:18:00+00:00,19.39,51.64,1007.66
sensor_9,2025-07-01 01:19:00+00:00,18.01,65.53,1012.32
sensor_9,2025-07-01 01:20:00+00:00,24.31,63.28,1010.33
sensor_9,2025-07-01 01:21:00+00:00,22.5,65.63,1017.73
sensor_9,2025-07-01 01:22:00+00:00,22.57,46.85,1017.75
sensor_9,2025-07-01 01:23:00+00:00,23.28,58.86,1022.05
sensor_9,2025-07-01 01:24:00+00:00,24.17,43.54,1009.23
sensor_9,2025-07-01 01:25:00+00:00,22.4,58.97,1015.02
sensor_9,2025-07-01 01:26:00+00:00,22.68,65.3,1012.2
sensor_9,2025-07-01 01:27:00+00:00,21.76,64.93,1016.12
sensor_9,2025-07-01 01:28:00+00:00,20.86,54.99,998.61
sensor_9,2025-07-01 01:29:00+00:00,21.09,46.76,1020.05
sensor_9,2025-07-01 01:30:00+00:00,19.38,45.67,1003.98
sensor_9,2025-07-01 01:31:00+00:00,22.56,54.28,1015.4
sensor_9,2025-07-01 01:32:00+00:00,25,69.75,1017.73
sensor_9,2025-07-01 01:33:00+00:00,20.39,56.5,1017.99
sensor_9,2025-07-01 01:34:00+00:00,23.77,60.43,1007.2
sensor_9,2025-07-01 01:35:00+00:00,24.12,58.91,1008.62
sensor_9,2025-07-01 01:36:00+00:00,23.58,61.76,1006
sensor_9,2025-07-01 01:37:00+00:00,24.26,48.72,1015.6
sensor_9,2025-07-01 01:38:00+00:00,20.85,51.32,1017.52
sensor_9,2025-07-01 01:39:00+00:00,19.68,53.9,1020.16
sensor_9,2025-07-01 01:40:00+00:00,22.72,56.37,1010.75
sensor_9,2025-07-01 01:41:00+00:00,21.28,47.35,1008.96
sensor_9,2025-07-01 01:42:00+00:00,24.72,63.73,1010.45
sensor_9,2025-07-01 01:43:00+00:00,24.17,69.94,1022.71
sensor_9,2025-07-01 01:44:00+00:00,20.93,55.13,1016.16
sensor_9,2025-07-01 01:45:00+00:00,23.85,42.09,1010.74
sensor_9,2025-07-01 01:46:00+00:00,22.39,55.22,1008.07
sensor_9,2025-07-01 01:47:00+00:00,20.3,56.19,1012.1
sensor_9,2025-07-01 01:48:00+00:00,18.46,60.18,1016.47
sensor_9,2025-07-01 01:49:00+00:00,22.32,41.44,1014.49
sensor_9,2025-07-01 01:50:00+00:00,21.12,63.45,1014.42
sensor_9,2025-07-01 01:51:00+00:00,21.62,42.01,1018.83
sensor_9,2025-07-01 01:52:00+00:00,22.62,48.85,1020.25
sensor_9,2025-07-01 01:53:00+00:00,23.16,58.42,1005.13
sensor_9,2025-07-01 01:54:00+00:00,17.68,68.43,1005.99
sensor_9,2025-07-01 01:55:00+00:00,19.45,45.13,1018.34
sensor_9,2025-07-01 01:56:00+00:00,22.72,53.24,1013.37
sensor_9,2025-07-01 01:57:00+00:00,21.18,43.08,1010.87
sensor_9,2025-07-01 01:58:00+00:00,24.12,48.4,1008.95
sensor_9,2025-07-01 01:59:00+00:00,24.58,68.29,1009.05
sensor_9,2025-07-01 02:00:00+00:00,27.66,47.57,1015.61
sensor_10,2025-07-01 01:00:00+00:00,21.09,56.72,1016.25
sensor_10,2025-07-01 01:01:00+00:00,22.23,46.07,1011.41
sensor_10,2025-07-01 01:02:00+00:00,26.1,55.36,1008.62
sensor_10,2025-07-01 01:03:00+00:00,24.49,67.3,999.08
sensor_10,2025-07-01 01:04:00+00:00,22.26,50.93,1013.62
sensor_10,2025-07-01 01:05:00+00:00,19.87,65.56,1025.69
sensor_10,2025-07-01 01:06:00+00:00,19.92,53.32,1012.8
sensor_10,2025-07-01 01:07:00+00:00,26.47,64.65,1012.94
sensor_10,2025-07-01 01:08:00+00:00,22.52,68.02,1015.5
sensor_10,2025-07-01 01:09:00+00:00,19.62,54.38,1012.7
sensor_10,2025-07-01 01:10:00+00:00,19.57,45.22,1015.37
sensor_10,2025-07-01 01:11:00+00:00,18.05,53.22,1014.79
sensor_10,2025-07-01 01:12:00+00:00,23.77,68.92,1018.87
sensor_10,2025-07-01 01:13:00+00:00,21.7,69.5,1017.51
sensor_10,2025-07-01 01:14:00+00:00,20.09,62,1013.37
sensor_10,2025-07-01 01:15:00+00:00,19.16,49.28,1019.52
sensor_10,2025-07-01 01:16:00+00:00,22.47,64.18,1002.81
sensor_10,2025-07-01 01:17:00+00:00,24.31,52.64,1016.87
sensor_10,2025-07-01 01:18:00+00:00,22.36,56.32,1021.21
sensor_10,2025-07-01 01:19:00+00:00,22.01,47.61,1004.84
sensor_10,2025-07-01 01:20:00+00:00,21.03,67.82,1014.64
sensor_10,2025-07-01 01:21:00+00:00,22.51,51.12,1021.1
sensor_10,2025-07-01 01:22:00+00:00,22.67,65.14,1008.89
sensor_10,2025-07-01 01:23:00+00:00,21.96,48.31,1013.07
sensor_10,2025-07-01 01:24:00+00:00,22.85,59.08,1019.79
sensor_10,2025-07-01 01:25:00+00:00,20.55,51.66,1014.58
sensor_10,2025-07-01 01:26:00+00:00,21.53,66.47,1020
sensor_10,2025-07-01 01:27:00+00:00,23.91,55.42,1012.44
sensor_10,2025-07-01 01:28:00+00:00,22.53,47.23,1018.52
sensor_10,2025-07-01 01:29:00+00:00,23.27,53.75,1012.34
sensor_10,2025-07-01 01:30:00+00:00,21.66,50.19,1007.22
sensor_10,2025-07-01 01:31:00+00:00,21.05,55.62,1019.15
sensor_10,2025-07-01 01:32:00+00:00,25.2,52.96,1013.71
sensor_10,2025-07-01 01:33:00+00:00,20.46,43.15,1003.58
sensor_10,2025-07-01 01:34:00+00:00,24.65,56.19,1014.42
sensor_10,2025-07-01 01:35:00+00:00,22.59,60.11,1021.08
sensor_10,2025-07-01 01:36:00+00:00,24.04,55.62,1008.02
sensor_10,2025-07-01 01:37:00+00:00,23.05,62.97,1009.91
sensor_10,2025-07-01 01:38:00+00:00,20.92,68.48,1011.93
sensor_10,2025-07-01 01:39:00+00:00,18.66,48.68,1016.97
sensor_10,2025-07-01 01:40:00+00:00,21.42,43.23,1022.3
sensor_10,2025-07-01 01:41:00+00:00,21.92,40.14,1016.88
sensor_10,2025-07-01 01:42:00+00:00,21.01,47.17,1010.28
sensor_10,2025-07-01 01:43:00+00:00,27.99,53.8,1017.81
sensor_10,2025-07-01 01:44:00+00:00,19.35,67.66,1015.87
sensor_10,2025-07-01 01:45:00+00:00,21.29,49.36,1018.57
sensor_10,2025-07-01 01:46:00+00:00,20.37,67.92,1011.76
sensor_10,2025-07-01 01:47:00+00:00,21.65,55.57,1013.21
sensor_10,2025-07-01 01:48:00+00:00,21.44,68.68,1021.29
sensor_10,2025-07-01 01:49:00+00:00,22.59,48.94,1014.56
sensor_10,2025-07-01 01:50:00+00:00,20,40.92,1012.13
sensor_10,2025-07-01 01:51:00+00:00,22.56,41.75,1010.96
sensor_10,2025-07-01 01:52:00+00:00,22.53,60.11,1006.75
sensor_10,2025-07-01 01:53:00+00:00,23.32,45.43,1009.69
sensor_10,2025-07-01 01:54:00+00:00,23.14,63.19,1016.19
sensor_10,2025-07-01 01:55:00+00:00,23.38,55.23,1009.64
sensor_10,2025-07-01 01:56:00+00:00,21.96,50.45,1010.94
sensor_10,2025-07-01 01:57:00+00:00,20.76,44.23,1010.49
sensor_10,2025-07-01 01:58:00+00:00,19.03,67.3,1012.82
sensor_10,2025-07-01 01:59:00+00:00,25.61,54.67,1017.48
sensor_10,2025-07-01 02:00:00+00:00,20.2,42.74,1013.17
